00ROPC9999BOVESPA 99992016090520160905                                                                                                                          
01ABEV  FM    ON        201610172283000070ABEVJ20     000000010000000001998000000000025700000000000850000000000009102800000000009978500000002900000731121ACN    
01ABEV  FM    ON        201610172640000070ABEVJ21     000000010000000002098000000000003800000000000003900000000000909500000000000917200000000500000061121ACN    
01ABEV  FM    ON        201610172569000070ABEVJ22     000000010000000002198000000000000100000000000650000000000000311000000000000961100000007500000031121ACN    
01ALPA        PN      N1201610170019000070ALPAJ40     000000010000000001044000000000000000000000000000000000000000023500000000000023500000000100000012171ACN    
01ARZZ        ON      NM201610170027000070ARZZJ56     000000010000000002650000000000000000000000000000000000000000055700000000000055700000000100000021211ACN    
01ARZZ        ON      NM201610170078000070ARZZJ92     000000010000000003225000000000000000000000000000000000000000035000000000000035000000000100000011212ACN    
01BBAS        ON      NM201610170302000070BBASJ87     000000010000000001588000000000008300000000000004900000000000003200000000000016400000000200000052541ACN    
01BBAS        ON      NM201610170779000070BBASJ78     000000010000000001813000000000135000000000000003500000000000092500000000000231000000000400000052592ACN    
01BBAS        ON      NM201610171392000070BBASJ19     000000010000000001888000000000003600000000000004300000000000001300000000000009200000000200000042591ACN    
01BBAS        ON      NM201610170264000070BBASJ76     000000010000000001663000000000033000000000000000000000000000000000000000000033000000000100000012612ACN    
01BBAS        ON      NM201610170159000070BBASJ77     000000010000000001713000000000012700000000000001000000000000032000000000000045700000000300000092612ACN    
01BBAS        ON      NM201610170213000070BBASJ97     000000010000000001763000000000000000000000000004900000000000004900000000000009800000000100000012612ACN    
01BBAS        ON      NM201610170272000070BBASJ18     000000010000000001788000000000002900000000000000000000000000003800000000000006700000000200000072611ACN    
01BBAS        ON      NM201610170388000070BBASJ48     000000010000000001838000000000000000000000000019000000000000000000000000000019000000000100000012611ACN    
01BBAS        ON      NM201610171155000070BBASJ69     000000010000000001913000000000785000000000000000000000000000000800000000000785800000000200000022612ACN    
01BBAS        ON      NM201610170396000070BBASJ49     000000010000000001938000000000211000000000000000000000000000046000000000000257000000000300000072611ACN    
01BBAS        ON      NM201610170400000070BBASJ20     000000010000000001988000000000104000000000000000000000000000003500000000000107500000000600000062611ACN    
01BBAS        ON      NM201610170477000070BBASJ50     000000010000000002038000000000005000000000000006400000000000061600000000000073000000000300000082611ACN    
01KROT  FM    ON      NM201610170701000070KROTJ43     000000010000000001368000000000000800000000000000000000000000000000000000000000800000000100000011201ACN    
01KROT  FM    ON      NM201610170710000070KROTJ14     000000010000000001418000000000000200000000000000000000000000005700000000000005900000000400000031201ACN    
01KROT  FM    ON      NM201610170485000070KROTJ15     000000010000000001518000000000003000000000000000000000000000000000000000000003000000000300000021201ACN    
01KROT  FM    ON      NM201610170736000070KROTJ45     000000010000000001568000000000001000000000000000000000000000003900000000000004900000000200000021201ACN    
01LAME        ON        201610170140000070LAMEJ71     000000010000000001125000000000000000000000000000000000000000114000000000000114000000000100000011962ACN    
01LAME        PN        201610170108000070LAMEJ76     000000010000000001625000000000000000000000000000000000000000135000000000000135000000000100000011962ACN    
01LREN        ON      NM201610170159000070LRENJ52     000000010000000002276000000000000000000000000000000000000000128700000000000128700000000400000021811ACN    
01LREN        ON      NM201610170175000070LRENJ53     000000010000000002376000000000000000000000000000100000000000010800000000000010900000000100000011811ACN    
01LREN        ON      NM201610170230000070LRENJ27     000000010000000002726000000000000000000000000000000000000000011900000000000011900000000200000021811ACN    
01LREN        ON      NM201610170779000070LRENJ89     000000010000000002901000000000000000000000000000000000000000620000000000000620000000000100000021812ACN    
01LREN        ON      NM201610170434000070LRENJ79     000000010000000002951000000000000000000000000000000000000000020000000000000020000000000100000011812ACN    
01LREN        ON      NM201610170280000070LRENJ59     000000010000000002976000000000000000000000000000000000000000019000000000000019000000000100000011811ACN    
01LREN  FM    ON      NM201610170345000070LRENJ25     000000010000000002476000000000000300000000000000000000000000038000000000000038300000000200000051791ACN    
01LREN  FM    ON      NM201610170205000070LRENJ55     000000010000000002576000000000000000000000000000000000000000014200000000000014200000000100000011811ACN    
01LREN  FM    ON      NM201610170221000070LRENJ56     000000010000000002676000000000000000000000000000000000000000004600000000000004600000000100000011811ACN    
01LREN  FM    ON      NM201610170248000070LRENJ57     000000010000000002776000000000000000000000000000000000000000036100000000000036100000000200000021811ACN    
01MDIA        ON      NM201610170230000070MDIAJ1      000000010000000009897000000000000000000000000004000000000000000000000000000004000000000100000011101ACN    
01MDIA        ON      NM201610170078000070MDIAJ29     000000010000000012997000000000000000000000000000000000000000005700000000000005700000000100000021121ACN    
01MDIA        ON      NM201610170060000070MDIAJ37     000000010000000013797000000000000000000000000000000000000000050000000000000050000000000100000021121ACN    
01MRVE        ON      NM201610170035000070MRVEJ12     000000010000000001200000000000000000000000000000000000000000380000000000000380000000000100000021111ACN    
01MULT        ON      N2201610170400000070MULTJ64     000000010000000006357000000000000000000000000000000000000000050000000000000050000000000100000011151ACN    
01MULT        ON      N2201610170060000070MULTJ10     000000010000000006007000000000000000000000000000000000000000155500000000000155500000000100000231162ACN    
01MULT        ON      N2201610170043000070MULTJ60     000000010000000006057000000000000000000000000000000000000000154400000000000154400000000200000021161ACN    
01MYPK        ON      NM201610170051000070MYPKJ44     000000010000000001450000000000000000000000000000000000000000125900000000000125900000000200000031401ACN    
01PCAR        PN      N1201610170698000070PCARJ10     000000010000000006033000000000000000000000000000000000000000000100000000000000100000000100000011462ACN    
01PCAR        PN      N1201610171902000070PCARJ47     000000010000000004733000000000090700000000000000000000000000200000000000000290700000000100000011471ACN    
01PCAR        PN      N1201610170051000070PCARJ98     000000010000000004858000000000000000000000000000000000000000218400000000000218400000000100000011482ACN    
01PCAR        PN      N1201610170159000070PCARJ53     000000010000000005383000000000000000000000000008000000000000000000000000000008000000000100000011481ACN    
01PCAR        PN      N1201610170167000070PCARJ59     000000010000000005983000000000000000000000000000000000000000030000000000000030000000000100000011481ACN    
01PETR        ON        201610173530000070PETRJ1      000000010000000001000000000000000000000000000000100000000000015100000000000015200000000100000021831ACN    
01PETR        ON        201610173743000070PETRJ4      000000010000000001200000000000000000000000000000000000000000000100000000000000100000000100000011831ACN    
01PETR        ON        201610173751000070PETRJ15     000000010000000001500000000000004000000000000006500000000000222300000000000232800000000800000191831ACN    
01PETR        ON        201610173964000070PETRJ38     000000010000000001675000000000003500000000000000000000000000000000000000000003500000000100000011832ACN    
01PETR        ON        201610173948000070PETRJ27     000000010000000001700000000000000000000000000000000000000001111200000000001111200000000400000031831ACN    
01PETR        PN        201610179121000070PETRJ64     000000010000000001075000000000015000000000000150500000000000000000000000000165500000000500000061842ACN    
01PETR        PN        201610179130000070PETRJ11     000000010000000001100000000000313300000000000043700000000000542700000000000899700000004700001041841ACN    
01PETR        PN        201610179148000070PETRJ65     000000010000000001125000000000002300000000000000300000000000001000000000000003600000000300000031842ACN    
01PETR        PN        201610179156000070PETRJ41     000000010000000001150000000000060700000000000013200000000000051400000000000125300000001100000181841ACN    
01PETR        PN        201610179164000070PETRJ66     000000010000000001175000000000012100000000001440200000000000009900000000001462200000000900000111842ACN    
01PETR        PN        201610179180000070PETRJ35     000000010000000001275000000000118500000000000471400000000000066700000000000656600000001600000191842ACN    
01PETR        PN        201610179199000070PETRJ36     000000010000000001325000000000028800000000000452500000000000693200000000001174500000000800000151842ACN    
01PETR        PN        201610179202000070PETRJ37     000000010000000001375000000000104100000000000504700000000000005100000000000613900000001400000151842ACN    
01PETR        PN        201610173930000070PETRJ67     000000010000000001750000000000003700000000000056600000000000640800000000000701100000001800000051841ACN    
01PETR        PN        201610179938000070PETRJ97     000000010000000001775000000000000000000000000003400000000000007600000000000011000000000200000031842ACN    
01ITSA    /ED PN      N1201611211139000070ITSAK94     000000010000000000819000000000000000000000000000000000000001640680000000001640680000000300000223641ACN    
01ITSA    /ED PN      N1201611210329000070ITSAK9      000000010000000000898000000000000300000000000000000000000000002000000000000002300000000300000023691ACN    
01ITSA    /ED PN      N1201611210833000070ITSAK70     000000010000000000694000000000000000000000000000000000000000101600000000000101600000000100000013701ACN    
01ITSA    /ED PN      N1201611210540000070ITSAK71     000000010000000000704000000000000000000000000000000000000000457600000000000457600000000100000013702ACN    
01ITSA    /ED PN      N1201611210477000070ITSAK73     000000010000000000724000000000000000000000000000000000000000702900000000000702900000000200000043702ACN    
01ITSA    /ED PN      N1201611210868000070ITSAK84     000000010000000000839000000000000000000000000000000000000000263100000000000263100000000100000033701ACN    
01ITSA    /ED PN      N1201611210485000070ITSAK86     000000010000000000858000000000000000000000000000000000000000217000000000000217000000000100000023701ACN    
01ITSA    /ED PN      N1201611210060000070ITSAK38     000000010000000000988000000000000000000000000000000000000000870000000000000870000000000100000023722ACN    
01ITUB    /ED PN      N1201611210493000070ITUBK84     000000010000000003303000000000143500000000000000000000000000000100000000000143600000000200000031972ACN    
01ITUB    /ED PN      N1201611210434000070ITUBK95     000000010000000003453000000000200000000000000147000000000000007000000000000354000000000300000031972ACN    
01ITUB    /ED PN      N1201611210442000070ITUBK86     000000010000000003503000000000204700000000002002200000000000001900000000002208800000000200000031972ACN    
01ITUB    /ED PN      N1201611210469000070ITUBK99     000000010000000003853000000000051100000000000000000000000000012000000000000063100000000100000031972ACN    
01ITUB    /ED PN      N1201611210256000070ITUBK69     000000010000000002803000000000000000000000000000000000000000230000000000000230000000000100000011982ACN    
01ITUB    /ED PN      N1201611210299000070ITUBK74     000000010000000003353000000000000000000000000000100000000000007000000000000007100000000100000021982ACN    
01ITUB    /ED PN      N1201611210337000070ITUBK35     000000010000000003478000000000000400000000000000000000000000007800000000000008200000000300000041981ACN    
01ITUB    /ED PN      N1201611210302000070ITUBK68     000000010000000003703000000000097000000000000600000000000000014900000000000711900000000300000051982ACN    
01ITUB    /ED PN      N1201611210124000070ITUBK11     000000010000000001003000000000000000000000000000000000000006050000000000006050000000000100000012012ACN    
01ITUB    /ED PN      N1201611210183000070ITUBK1      000000010000000003203000000000000000000000000000000000000000012200000000000012200000000100000012052ACN    
01ITUB    /ED PN      N1201611210213000070ITUBK27     000000010000000002678000000000002600000000000000000000000000000000000000000002600000000100000012061ACN    
01ITUB    /ED PN      N1201611210221000070ITUBK2      000000010000000003228000000000151900000000000000000000000000012000000000000163900000000100000022061ACN    
01ITUB    /ED PN      N1201611210230000070ITUBK7      000000010000000003728000000000000000000000000099800000000000002200000000000102000000000200000052061ACN    
01ITUB    /ED PN      N1201611210140000070ITUBK31     000000010000000003078000000000000000000000000000000000000000023000000000000023000000000100000012081ACN    
01ITUB    /ED ON      N1201611210078000070ITUBK55     000000010000000002529000000000000000000000000000000000000000058200000000000058200000000100000012091ACN    
01ITUB    /ED PN      N1201611210183000070ITUBK88     000000010000000002828000000000000000000000000000000000000000010600000000000010600000000100000032091ACN    
01ITUB    /ED PN      N1201611210205000070ITUBK59     000000010000000002928000000000000000000000000000000000000000005000000000000005000000000100000012091ACN    
01ITUB    /ED PN      N1201611210159000070ITUBK10     000000010000000002953000000000000000000000000000000000000000029200000000000029200000000100000012092ACN    
01ITUB    /ED PN      N1201611210035000070ITUBK80     000000010000000003053000000000000000000000000000000000000000033200000000000033200000000200000032092ACN    
01ITUB    /ED PN      N1201611210248000070ITUBK32     000000010000000003178000000000107000000000000000000000000000000000000000000107000000000200000012091ACN    
01ITUB    /ED PN      N1201611210256000070ITUBK33     000000010000000003278000000000175300000000000000000000000000003500000000000178800000000200000022091ACN    
01ITUB    /ED PN      N1201611210264000070ITUBK13     000000010000000003328000000000011700000000000000000000000000000000000000000011700000000100000012091ACN    
01ITUB    /ED PN      N1201611210272000070ITUBK24     000000010000000003378000000000374100000000000000000000000000000000000000000374100000000200000012091ACN    
01ITUB    /ED PN      N1201611210280000070ITUBK12     000000010000000003428000000000000000000000000000000000000000014000000000000014000000000100000012091ACN    
01ITUB    /ED PN      N1201611210299000070ITUBK25     000000010000000003528000000000005300000000000000000000000000000000000000000005300000000100000012091ACN    
01ITUB    /ED PN      N1201611210302000070ITUBK26     000000010000000003578000000000100000000000000000000000000000003100000000000103100000000200000022091ACN    
01ITUB    /ED PN      N1201611210310000070ITUBK16     000000010000000003628000000000000100000000000000000000000000000100000000000000200000000100000022091ACN    
01ITUB    /ED PN      N1201611210329000070ITUBK37     000000010000000003678000000000002500000000000297400000000000000100000000000300000000000100000042091ACN    
01ITUB    /ED PN      N1201611210337000070ITUBK38     000000010000000003778000000000030300000000000000000000000000005800000000000036100000000100000052091ACN    
01ITUB    /ED PN      N1201611210345000070ITUBK18     000000010000000003828000000000010000000000000000000000000000000200000000000010200000000100000022091ACN    
01ITUB    /ED PN      N1201611210353000070ITUBK39     000000010000000003878000000000008500000000000000000000000000000300000000000008800000000100000032091ACN    
01ITUB    /ED PN      N1201611210361000070ITUBK19     000000010000000003928000000000020000000000000000000000000000000100000000000020100000000100000022091ACN    
01ITUB    /ED PN      N1201611210370000070ITUBK40     000000010000000003978000000000021300000000000300000000000000050400000000000371700000000200000072091ACN    
01ITUB    /ED PN      N1201611210205000070ITUBK20     000000010000000003103000000000147000000000000000000000000000000000000000000147000000000300000012102ACN    
01ITUB    /ED PN      N1201612190248000070ITUBL84     000000010000000003350000000000003500000000000837100000000000014100000000000854700000000400000061982ACN    
01ITUB    /ED PN      N1201612190116000070ITUBL81     000000010000000002716000000000000000000000000400000000000000002300000000000402300000000200000031991ACN    
01ITUB    /ED PN      N1201612190051000070ITUBL61     000000010000000002791000000000062800000000000100000000000000000000000000000162800000000100000021992ACN    
01ITUB    /ED PN      N1201612190132000070ITUBL83     000000010000000003325000000000000000000000000005900000000000009800000000000015700000000300000061991ACN    
01ITUB    /ED PN      N1201612198001000070ITUBL75     000000010000000003375000000000000000000000000000000000000000003500000000000003500000000200000021991ACN    
01ITUB    /ED PN      N1201612190078000070ITUBL93     000000010000000003498000000000000000000000000094600000000000000000000000000094600000000200000021992ACN    
01ITUB    /ED PN      N1201612190205000070ITUBL2      000000010000000003116000000000000000000000000000000000000000016100000000000016100000000300000032001ACN    
01ITUB    /ED PN      N1201612190191000070ITUBL92     000000010000000003141000000000001900000000000003700000000000006600000000000012200000000300000042002ACN    
01ITUB    /ED PN      N1201612190140000070ITUBL82     000000010000000003191000000000000000000000000000000000000000001800000000000001800000000200000012002ACN    
01ITUB    /ED PN      N1201612190078000070ITUBL15     000000010000000003275000000000000000000000000000000000000000003700000000000003700000000500000022001ACN    
01ITUB    /ED PN      N1201612190060000070ITUBL79     000000010000000003425000000000000000000000000063000000000000000000000000000063000000000100000042001ACN    
01ITUB    /ED PN      N1201612190043000070ITUBL97     000000010000000003648000000000000000000000000038200000000000026100000000000064300000000300000082002ACN    
01ITUB    /ED PN      N1201612190566000070ITUBL23     000000010000000002250000000000000000000000000200000000000000000000000000000200000000000200000012011ACN    
01ITUB    /ED PN      N1201612190418000070ITUBL85     000000010000000002484000000000000000000000000000000000000000100000000000000100000000000100000012011ACN    
01ITUB    /ED PN      N1201612190540000070ITUBL29     000000010000000002816000000000000000000000000000000000000000001600000000000001600000000100000012011ACN    
01ITUB    /ED PN      N1201612190175000070ITUBL59     000000010000000002866000000000058200000000000000000000000000060700000000000118900000000100000082011ACN    
01ITUB    /ED PN      N1201612190418000070ITUBL62     000000010000000003166000000000000000000000000029800000000000000000000000000029800000000100000012041ACN    
01ITUB    /ED PN      N1201612190973000070ITUBL60     000000010000000003973000000000000400000000000073700000000000147900000000000222000000000300000052041ACN    
01ITUB    /ED PN      N1201612190523000070ITUBL11     000000010000000004073000000000006400000000000000000000000001006200000000001012600000000300000092041ACN    
01ITUB    /ED PN      N1201612191023000070ITUBL21     000000010000000004123000000000000000000000000100000000000000000000000000000100000000000100000012041ACN    
01ITUB    /ED PN      N1201612190426000070ITUBL52     000000010000000004173000000000000000000000002050100000000001126300000000003176400000000400000112041ACN    
01ITUB    /ED PN      N1201612190965000070ITUBL44     000000010000000004373000000000000000000000000300000000000000000000000000000300000000000100000012041ACN    
01ITUB    /ED PN      N1201612190094000070ITUBL30     000000010000000002966000000000000000000000000000000000000000008900000000000008900000000200000032051ACN    
01ITUB    /ED PN      N1201612190159000070ITUBL70     000000010000000002991000000000000000000000000000000000000000001100000000000001100000000100000012052ACN    
01ITUB    /ED PN      N1201612190256000070ITUBL3      000000010000000003473000000000000000000000000016000000000000011000000000000027000000000300000032051ACN    
01ITUB    /ED PN      N1201612190167000070ITUBL6      000000010000000003598000000000050000000000000000000000000000104600000000000154600000000300000052052ACN    
01ITUB    /ED PN      N1201612190264000070ITUBL37     000000010000000003673000000000000600000000000000000000000000006900000000000007500000000200000022051ACN    
01ITUB    /ED PN      N1201612198010000070ITUBL8      000000010000000003798000000000000000000000000010000000000000354100000000000364100000000200000102052ACN    
01ITUB    /ED PN      N1201612190108000070ITUBL4      000000010000000003041000000000002000000000000000000000000000000000000000000002000000000100000012062ACN    
01ITUB    /ED PN      N1201612190027000070ITUBL77     000000010000000003698000000000215000000000000000000000000000630000000000000845000000000400000092062ACN    
01ITUB    /ED PN      N1201612190205000070ITUBL38     000000010000000003773000000000000000000000000015400000000000000000000000000015400000000100000012061ACN    
01ITUB    /ED PN      N1201612190213000070ITUBL55     000000010000000002534000000000004000000000000000000000000000003100000000000007100000000200000022071ACN    
01ITUB    /ED PN      N1201612190027000070ITUBL5      000000010000000003216000000000000000000000000000000000000000200000000000000200000000000200000012071ACN    
01ITUB    /ED PN      N1201612190060000070ITUBL34     000000010000000003400000000000000000000000000000000000000000007000000000000007000000000100000012072ACN    
01ITUB    /ED PN      N1201612190400000070ITUBL76     000000010000000003623000000000000000000000000000000000000000033000000000000033000000000100000012081ACN    
01ITUB    /ED ON      N1201612190019000070ITUBL14     000000010000000002540000000000000000000000000000000000000000024600000000000024600000000100000022092ACN    
01JBSS        ON      NM201612192410000070JBSSL13     000000010000000001259000000000000000000000000022300000000000654300000000000676600000000700000051101ACN    
01JBSS        ON      NM201612190353000070JBSSL30     000000010000000001034000000000000000000000000000000000000000022300000000000022300000000100000011112ACN    
01JBSS        ON      NM201612190361000070JBSSL32     000000010000000001234000000000000000000000000000000000000000051000000000000051000000001000000021112ACN    
01JBSS        ON      NM201612190639000070JBSSL63     000000010000000001334000000000000000000000000000000000000000028300000000000028300000000300000021112ACN    
01BRFS        ON      NM201702202933000070BRFSB28     000000010000000005722000000000000000000000000030000000000000000000000000000030000000000100000011142ACN    
01BRFS        ON      NM201702202941000070BRFSB37     000000010000000006622000000000000000000000000060000000000000000000000000000060000000000100000011142ACN    
01PETR        PN        201704177374000070PETRD64     000000010000000001425000000000000000000000000020000000000000000000000000000020000000000100000011852ACN    
01PETR        PN        201704177188000070PETRD69     000000010000000001475000000000100000000000000000000000000000084000000000000184000000000100000021852ACN    
01PETR        PN        201704170272000070PETRD86     000000010000000001625000000000000000000000000000000000000000025000000000000025000000000100000011862ACN    
01RUMO        ON      NM201704171104000070RUMOD76     000000010000000000760000000000000000000000000013800000000000000000000000000013800000000100000011021ACN    
01RUMO        ON      NM201704171112000070RUMOD10     000000010000000001000000000000000000000000000013800000000000000000000000000013800000000100000011021ACN    
